Unnamed: 0.1,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,source_group,validation
308,308,veal meat cooked,483,23.8,8.9,9.2,1.7,0.0,0.0,62.9,0.0,238.3,0.2,119.3,0.0,0.1,0.064,0.057,0.7,16.7,2.6,0.6,0.0,0.0,0.8,0.069,46.0,0.2,2.4,54.3,0.084,499.5,679.3,0.061,9.9,135.1,FOOD-DATA-GROUP3,Protein out-of-range
310,310,veal sirloin raw,689,35.4,15.2,13.8,2.3,0.0,0.0,86.5,0.0,353.8,0.3,325.9,0.0,0.4,0.016,0.004,1.4,38.3,6.2,2.2,0.0,0.0,1.1,0.093,49.9,0.5,3.5,108.9,0.1,948.0,1492.3,0.004,11.6,175.3,FOOD-DATA-GROUP3,Protein out-of-range
317,317,veal rib raw,735,40.9,16.8,15.6,2.9,0.0,0.0,85.5,0.0,372.0,0.4,322.7,0.0,0.3,0.082,0.085,1.0,30.3,5.1,1.9,0.0,0.0,1.0,0.0,59.0,0.5,3.9,99.8,0.1,834.6,1315.4,0.045,14.7,189.3,FOOD-DATA-GROUP3,Protein out-of-range
320,320,veal leg round raw,531,14.0,5.4,5.1,1.1,0.0,0.0,95.2,0.0,353.8,0.3,339.3,0.0,0.4,0.064,0.019,1.2,42.7,4.9,2.1,0.0,0.0,1.4,0.03,22.7,0.5,3.6,117.9,0.1,997.9,1664.7,0.005,10.4,135.5,FOOD-DATA-GROUP3,Protein out-of-range
323,323,ground veal cooked,514,22.6,9.1,8.5,1.6,0.0,0.0,72.9,0.0,308.0,0.2,199.6,0.0,0.2,0.03,0.032,0.8,24.0,3.5,1.2,0.0,0.0,0.4,0.006,50.8,0.3,3.0,71.8,0.1,648.8,1007.6,0.011,11.6,149.3,FOOD-DATA-GROUP3,Protein out-of-range
324,324,veal leg round cooked,574,17.2,6.9,6.4,1.3,0.0,0.0,98.4,0.0,364.5,0.2,150.9,0.0,0.2,0.067,0.072,1.0,28.7,2.8,1.0,0.0,0.0,1.3,0.096,21.8,0.4,3.6,78.9,0.1,677.3,1041.8,0.089,10.8,141.0,FOOD-DATA-GROUP3,Protein out-of-range
326,326,veal shank raw,513,15.8,4.8,5.7,1.6,0.0,0.0,86.9,0.0,340.2,0.4,348.9,0.0,0.4,0.075,0.035,1.2,33.8,5.9,2.0,0.0,0.0,0.0,0.0,90.7,0.3,3.4,95.3,0.009,866.4,1424.3,0.068,18.1,196.8,FOOD-DATA-GROUP3,Protein out-of-range
327,327,veal breast cooked,753,47.5,18.5,22.7,3.2,0.0,0.0,76.3,0.0,319.8,0.2,158.3,0.0,0.2,0.089,0.081,0.8,22.6,2.9,0.7,0.0,0.0,0.0,0.0,25.5,0.2,2.2,56.6,0.027,540.5,769.8,0.057,10.3,151.5,FOOD-DATA-GROUP3,Protein out-of-range
329,329,rib eye steak grilled,680,47.7,21.2,23.0,2.2,0.0,0.0,62.4,0.0,195.8,0.1,139.5,0.047,0.2,0.036,0.002,0.8,12.9,0.0,1.3,0.0,0.032,0.0,0.065,30.1,0.2,6.0,57.7,0.0,409.1,700.3,0.085,15.9,146.262,FOOD-DATA-GROUP3,Protein out-of-range
334,334,beef round steak cooked,385,12.1,4.3,5.1,0.5,0.0,0.0,64.8,0.0,174.3,0.011,126.8,0.0,0.1,0.032,0.042,0.3,11.3,1.3,0.9,0.0,0.0,0.8,0.064,14.4,0.2,5.2,41.0,0.033,395.7,516.6,0.091,10.7,96.5,FOOD-DATA-GROUP3,Protein out-of-range
339,339,beef round steak raw,753,36.0,14.2,15.5,1.4,0.0,0.0,100.1,0.0,313.0,0.3,313.2,0.0,0.4,0.079,0.067,0.6,29.9,2.9,3.0,0.0,0.0,1.5,0.079,95.3,0.4,8.4,108.9,0.035,961.6,1583.1,0.1,18.5,239.8,FOOD-DATA-GROUP3,Protein out-of-range
341,341,chuck eye steak raw,856,62.8,26.7,29.7,4.5,0.0,0.0,72.4,0.0,261.1,0.3,247.6,0.095,0.3,0.017,0.03,0.6,16.7,2.5,1.4,0.0,0.047,0.6,0.077,53.8,0.2,8.1,73.0,0.007,687.4,1263.4,0.097,27.9,197.159,FOOD-DATA-GROUP3,Protein out-of-range
349,349,corned beef raw,898,67.6,21.5,32.6,2.4,0.6,0.0,66.6,0.0,244.9,5.5,301.9,0.0,0.2,0.007,0.006,0.7,16.6,2.6,1.3,122.5,0.0,0.0,0.0,31.8,0.5,7.7,63.5,0.012,530.7,1347.2,0.07,12.9,296.8,FOOD-DATA-GROUP3,Protein out-of-range
352,352,rib eye steak raw,743,54.5,24.0,25.7,2.6,0.4,0.0,62.8,0.0,221.7,0.2,205.4,0.087,0.3,0.025,0.039,0.8,15.6,0.0,1.3,0.0,0.088,0.0,0.076,26.1,0.2,5.9,65.2,0.0,446.6,802.0,0.01,16.2,149.722,FOOD-DATA-GROUP3,Protein out-of-range
354,354,chuck blade roast cooked,842,62.0,24.7,26.8,2.2,0.0,0.0,66.1,0.0,256.9,0.2,117.7,0.0,0.2,0.005,0.024,0.6,6.0,0.8,0.6,0.0,0.003,0.5,0.006,32.1,0.3,7.7,46.9,0.089,498.9,575.5,0.061,20.8,167.9,FOOD-DATA-GROUP3,Protein out-of-range
357,357,chuck eye steak grilled,853,60.5,26.7,29.1,4.4,0.0,0.0,76.9,0.0,268.0,0.2,170.1,4.0,0.012,0.2,0.083,0.085,0.6,14.4,2.3,1.1,0.0,0.093,0.3,0.02,49.3,0.2,7.5,67.8,0.045,594.4,1001.0,0.012,142.79,FOOD-DATA-GROUP3,Protein out-of-range
358,358,veal meat raw,653,30.7,12.7,11.7,2.2,0.0,0.0,87.8,0.0,372.0,0.4,330.4,0.0,0.4,0.097,0.061,1.2,34.0,5.9,1.9,0.0,0.0,1.2,0.0,68.0,0.5,3.8,108.9,0.1,920.8,1428.8,0.095,13.9,190.3,FOOD-DATA-GROUP3,Protein out-of-range
361,361,veal shoulder cooked,435,19.4,7.2,7.4,1.4,0.0,0.0,61.2,0.0,240.7,0.2,107.7,0.0,0.1,0.049,0.005,0.6,12.3,2.9,0.5,0.0,0.0,0.8,0.06,66.9,0.3,2.7,51.6,0.037,477.5,590.2,0.091,12.6,150.2,FOOD-DATA-GROUP3,Protein out-of-range
363,363,veal shank cooked,371,12.0,4.0,4.5,1.0,0.0,0.0,61.2,0.0,240.6,0.2,119.8,0.0,0.062,0.018,0.016,0.6,18.3,2.4,0.5,0.0,0.0,0.0,0.0,64.0,0.2,2.4,48.5,0.017,436.5,591.7,0.099,12.9,139.6,FOOD-DATA-GROUP3,Protein out-of-range
405,405,emu fillet cooked,607,9.1,2.3,3.6,1.3,0.0,0.0,123.2,0.0,323.1,0.2,261.7,0.0,1.4,0.05,0.062,2.4,38.7,13.3,3.6,0.0,0.0,0.9,0.0,23.6,0.9,18.0,118.2,0.1,1071.7,1564.2,0.2,12.6,173.9,FOOD-DATA-GROUP3,Protein out-of-range
407,407,emu drums cooked,649,8.4,2.7,3.6,1.7,0.0,0.0,134.7,0.0,378.6,0.5,267.5,0.084,1.7,0.042,0.084,2.6,42.3,14.6,3.9,0.0,0.0,1.0,0.0,25.0,1.1,30.2,137.3,0.1,1277.1,1297.9,0.2,21.2,198.375,FOOD-DATA-GROUP3,Protein out-of-range
409,409,ground bison cooked,448,21.6,8.7,8.2,1.0,0.0,0.0,63.6,0.0,177.5,0.2,162.7,0.0,0.3,0.015,0.006,0.7,14.9,0.0,1.0,0.0,0.0,0.5,0.011,35.0,0.4,8.0,57.5,0.0,532.5,882.5,0.006,13.4,128.2,FOOD-DATA-GROUP3,Protein out-of-range
410,410,goat meat raw,494,10.5,3.2,4.7,0.8,0.0,0.0,93.4,0.0,258.6,0.4,344.0,0.0,0.5,0.084,0.03,2.2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.2,12.8,0.0,0.2,816.5,1746.4,0.01,18.1,175.7,FOOD-DATA-GROUP3,Protein out-of-range
425,425,veal tongue cooked,515,25.8,11.1,11.8,1.0,0.0,0.0,65.9,0.0,606.9,0.2,163.4,0.0,0.2,0.098,0.016,0.9,3.7,1.9,0.4,15.3,0.0,0.0,0.0,23.0,0.5,5.3,45.9,0.1,423.3,413.1,0.016,11.5,135.3,FOOD-DATA-GROUP3,Protein out-of-range
430,430,beef pancreas cooked,602,38.2,13.1,13.2,7.1,0.0,0.0,60.2,0.0,581.6,0.1,123.4,0.0,0.4,0.093,0.052,1.1,8.8,9.4,0.4,45.1,0.0,0.0,0.0,35.5,0.2,5.8,46.6,0.5,1005.7,546.1,0.1,10.2,184.8,FOOD-DATA-GROUP3,Protein out-of-range
433,433,pork pancreas cooked,537,26.5,9.1,9.2,5.0,0.0,0.0,69.8,0.0,771.8,0.1,147.7,0.0,0.2,0.086,0.058,1.6,7.9,11.6,1.1,14.0,0.0,0.0,0.0,39.2,0.3,6.6,56.4,0.5,713.0,411.6,0.2,10.5,156.1,FOOD-DATA-GROUP3,Protein out-of-range
436,436,beef spleen cooked,447,12.9,4.3,3.4,1.0,0.0,0.0,77.3,0.0,1068.8,0.2,215.5,0.0,0.1,0.035,0.06,0.9,17.1,2.7,0.1,154.9,0.0,0.0,0.0,37.0,2.8,121.2,58.5,0.2,939.4,874.7,0.3,8.6,403.3,FOOD-DATA-GROUP3,Protein out-of-range
443,443,veal spleen cooked,445,10.0,3.3,2.7,0.7,0.0,0.0,83.1,0.0,1542.2,0.2,245.8,0.0,0.2,0.022,0.051,1.0,18.4,0.0,0.2,138.0,0.0,0.0,0.0,24.2,3.2,25.4,48.3,0.3,1076.4,741.8,0.3,6.6,280.7,FOOD-DATA-GROUP3,Protein out-of-range
444,444,lamb liver cooked,739,29.6,11.5,6.2,4.4,8.5,0.0,102.7,0.0,1683.4,0.2,190.4,25.2,0.8,0.2,0.3,13.5,40.8,13.3,1.6,13.4,0.0,0.0,0.0,26.9,23.8,27.8,73.9,1.7,1411.2,742.6,0.4,26.5,234.1,FOOD-DATA-GROUP3,Protein out-of-range
446,446,lamp spleen cooked,460,14.1,4.7,3.7,1.0,0.0,0.0,78.1,0.0,1135.8,0.2,195.8,0.0,0.2,0.062,0.028,0.9,17.3,0.0,0.2,76.7,0.0,0.0,0.0,38.4,0.4,114.1,62.0,0.2,1006.0,731.6,0.1,11.6,321.4,FOOD-DATA-GROUP3,Protein out-of-range
449,449,lamb lungs cooked,431,11.8,4.0,3.0,1.6,0.0,0.0,75.7,0.0,1082.0,0.3,288.9,0.1,0.1,0.012,0.1,0.5,9.3,0.0,0.2,106.7,0.0,0.0,0.0,45.7,0.9,17.4,41.9,0.064,716.3,483.9,0.095,7.4,257.4,FOOD-DATA-GROUP3,Protein out-of-range
455,455,lamb kidneys cooked,349,9.2,3.1,2.0,1.7,2.5,0.0,60.3,0.0,1440.8,0.4,179.6,0.3,0.9,0.2,0.2,5.3,15.3,5.2,0.3,30.6,0.0,0.0,0.0,45.9,0.9,31.6,51.0,0.4,739.5,453.9,0.6,9.7,180.4,FOOD-DATA-GROUP3,Protein out-of-range
456,456,beef lungs cooked,364,11.2,3.8,2.9,1.5,0.0,0.0,61.8,0.0,839.3,0.3,231.5,0.095,0.1,0.062,0.09,0.4,7.6,1.9,0.066,99.1,0.0,0.0,0.0,33.3,0.7,16.4,30.3,0.015,539.3,524.2,0.2,5.0,221.858,FOOD-DATA-GROUP3,Protein out-of-range
457,457,veal pancreas cooked,614,35.0,12.0,12.1,6.5,0.0,0.0,69.8,0.0,0.0,0.2,133.7,0.0,0.4,0.068,0.082,1.2,10.0,0.0,0.5,14.4,0.0,0.0,0.0,43.2,0.2,5.7,57.6,0.6,1228.8,667.2,0.098,12.5,168.1,FOOD-DATA-GROUP3,Protein out-of-range
458,458,pork liver cooked,584,15.6,5.0,2.2,3.7,13.3,0.0,92.1,0.0,1256.7,0.2,227.7,19.1,0.9,0.6,0.071,7.8,29.9,16.9,2.0,83.5,0.0,0.0,0.0,35.4,2.2,63.4,49.6,1.1,853.1,531.0,0.2,23.8,322.4,FOOD-DATA-GROUP3,Protein out-of-range
475,475,boston butt steak raw,844,56.1,19.7,23.6,7.2,0.0,0.0,79.0,0.0,281.2,0.3,313.8,0.051,2.4,0.0,0.088,1.6,19.2,6.6,2.2,0.0,0.028,1.0,0.0,72.6,0.4,5.1,90.7,0.098,861.8,1442.4,0.1,14.0,212.848,FOOD-DATA-GROUP3,Protein out-of-range
484,484,pork tenderloin raw,606,17.8,6.0,6.8,2.8,0.0,0.0,104.3,0.0,328.3,0.3,378.6,0.0,5.0,0.0,0.023,1.7,33.4,4.2,3.9,0.0,0.075,1.1,0.0,30.3,0.4,4.9,136.4,0.098,1227.2,1984.7,0.2,9.4,157.3,FOOD-DATA-GROUP3,Protein out-of-range
488,488,pork splean cooked,446,9.6,3.2,2.6,0.7,0.0,0.0,84.3,0.0,1507.0,0.3,199.4,0.0,0.4,0.002,0.071,0.8,17.8,2.7,0.2,34.7,0.0,0.0,0.0,38.9,0.4,66.5,44.9,0.1,846.2,678.7,0.1,10.6,234.0,FOOD-DATA-GROUP3,Protein out-of-range
495,495,pork blade steak braised,694,44.7,16.6,20.1,5.3,0.087,0.0,68.2,0.0,256.1,0.4,148.2,0.4,0.0,1.1,0.0,0.1,0.9,9.5,3.5,1.2,0.0,0.032,0.3,0.0,71.3,0.5,4.5,52.8,0.06,599.3,976.8,0.1,115.063,FOOD-DATA-GROUP3,Protein out-of-range
499,499,pork boston roast cooked,705,49.4,18.3,21.7,4.6,0.0,0.0,60.5,0.0,225.3,0.2,150.6,0.061,1.7,0.084,0.041,0.9,10.6,1.7,0.6,1.8,0.029,0.5,0.0,73.4,0.3,3.8,47.2,0.052,516.1,869.8,0.022,10.4,188.948,FOOD-DATA-GROUP3,Protein out-of-range
528,528,pork blade steak raw,664,43.7,15.4,18.4,5.6,0.6,0.0,67.6,0.0,243.7,0.6,276.5,0.0,1.9,0.0,0.01,1.3,14.8,5.6,1.9,0.0,0.083,0.8,0.0,59.0,0.5,3.8,70.7,0.0,829.2,1536.6,0.1,11.1,174.7,FOOD-DATA-GROUP3,Protein out-of-range
559,559,pheasant breast raw,484,11.8,4.0,3.8,2.0,0.0,0.0,88.7,0.0,211.1,0.1,263.5,0.2,0.3,0.088,0.009,0.4,31.1,3.5,2.7,21.8,0.0,0.0,0.0,10.9,0.2,2.9,76.4,0.051,728.0,880.9,0.06,2.3,136.3,FOOD-DATA-GROUP3,Protein out-of-range
8,8,profeel proteiinirahka valio,140,0.4,0.2,16.8,16.8,19.3,0.2,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.7,FOOD-DATA-GROUP4,Protein out-of-range
194,194,breadnut tree seeds dried,587,2.7,0.7,0.3,1.4,127.0,0.0,13.8,23.8,0.0,0.091,10.4,0.0,0.04,0.2,0.0,0.2,3.4,3.0,1.1,74.6,0.0,0.0,0.0,150.4,3.9,7.4,184.0,0.5,284.8,3217.6,0.011,3.1,399.7,FOOD-DATA-GROUP4,Carbohydrates out-of-range
200,200,lupins raw,668,17.5,2.1,7.1,4.4,72.7,0.0,65.1,34.0,0.0,0.009,18.8,0.0,1.2,0.6,0.0,0.4,3.9,1.4,0.6,8.6,0.0,0.0,0.0,316.8,1.8,7.8,356.4,4.3,792.0,1823.4,0.09,8.6,522.5,FOOD-DATA-GROUP4,Protein out-of-range
59,59,chinese noodles,456,0.094,0.088,0.085,0.072,111.9,0.0,0.2,0.7,0.0,0.088,17.4,0.0,0.0,0.2,0.032,0.0,0.0,0.3,0.1,0.031,0.0,0.0,0.2,0.0,32.5,0.1,2.8,3.9,0.1,41.6,13.0,0.044,112.906,FOOD-DATA-GROUP5,Carbohydrates out-of-range
223,223,bagel chips,789,26.5,12.0,10.6,3.6,116.1,10.5,21.6,7.2,0.0,0.4,8.8,0.0,0.9,0.2,0.0,0.6,13.4,0.8,0.2,0.0,0.0,1.4,0.031,42.0,0.3,8.8,68.3,1.2,229.3,245.0,0.03,1.8,222.2,FOOD-DATA-GROUP5,Carbohydrates out-of-range
252,252,potato chips fat free,860,1.4,0.3,0.06,0.6,190.1,8.4,21.9,17.0,0.0,1.5,4.5,0.0,2.5,0.1,0.0,0.3,14.6,0.0,1.8,21.1,0.0,0.029,0.006,79.5,0.4,8.1,158.9,0.0,379.1,3695.6,0.038,1.7,339.1,FOOD-DATA-GROUP5,Carbohydrates out-of-range
255,255,potato chips reduced fat,801,35.4,7.1,8.2,18.6,113.7,0.4,12.1,10.0,0.0,0.8,1.7,0.0,0.4,0.028,0.0,0.5,11.9,0.5,1.1,43.7,0.0,9.3,0.076,35.7,1.0,2.3,151.3,0.7,328.1,2964.8,0.08,0.1,252.9,FOOD-DATA-GROUP5,Carbohydrates out-of-range
295,295,cranberry sauce sweetened,418,0.4,0.056,0.057,0.2,107.8,105.0,0.6,2.8,0.0,0.076,168.0,0.0,0.0,0.033,0.0,0.093,0.3,0.0,0.029,5.5,0.0,2.3,0.075,11.1,0.097,0.6,8.3,0.2,16.6,72.0,0.025,0.1,128.8,FOOD-DATA-GROUP5,Carbohydrates out-of-range
342,342,cranberry orange relish,490,0.3,0.06,0.0,0.0,127.1,0.0,0.8,0.0,0.0,0.063,146.3,0.0,0.053,0.0,0.0,0.066,0.3,0.0,0.0,49.5,0.0,0.0,0.0,30.3,0.1,0.6,11.0,0.0,22.0,104.5,0.0,0.0,208.6,FOOD-DATA-GROUP5,Carbohydrates out-of-range
380,380,soy vermicelli,463,0.1,0.092,0.005,0.093,115.2,24.4,0.1,5.5,0.0,0.032,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.019,77.0,2.7,2.5,2.8,0.0,28.0,4.2,0.017,5.9,200.4,FOOD-DATA-GROUP5,Carbohydrates out-of-range
407,407,soybean raw,830,37.1,5.4,8.2,20.9,56.1,13.6,67.9,17.3,0.0,0.023,15.9,0.0,1.6,0.7,0.0,1.6,3.0,1.5,0.7,11.2,0.0,1.6,0.099,515.2,3.1,29.2,520.8,4.7,1309.4,3342.4,0.071,9.1,734.0,FOOD-DATA-GROUP5,Protein out-of-range
503,503,yellow corn raw,606,7.9,1.1,2.1,3.6,123.3,1.1,15.6,12.1,0.0,0.06,17.2,0.0,0.6,0.057,0.0,0.3,6.0,0.7,1.0,0.0,0.0,0.8,0.016,11.6,0.5,4.5,210.8,0.8,348.6,476.4,0.032,3.7,175.0,FOOD-DATA-GROUP5,Carbohydrates out-of-range
562,562,split peas raw,672,2.3,0.3,0.5,1.0,118.9,15.8,48.4,50.2,0.0,0.075,22.2,0.0,1.4,0.5,0.0,0.4,5.7,3.5,0.3,3.5,0.0,0.2,0.037,108.4,1.7,8.7,226.6,2.7,721.0,1932.6,0.037,5.9,340.4,FOOD-DATA-GROUP5,Carbohydrates out-of-range
672,672,sweet potato canned,568,1.3,0.3,0.08,0.5,133.5,98.3,6.3,16.0,0.0,0.3,493.7,0.0,0.2,0.074,0.0,0.3,2.9,2.1,0.3,67.0,0.0,6.0,0.098,95.7,0.8,5.1,82.9,3.2,172.3,1180.3,0.037,1.2,324.9,FOOD-DATA-GROUP5,Carbohydrates out-of-range
